Hk2,Ddt,Srpk1,Crabp2,Atp5g1,Atp7b,Acot13,Actn1,Kdm6b,Tbx3,Hsf2,Actr2,Mdh1,Id2,Ssr1,Hmgcr,Mapk1ip1l,Dpysl2,Spry2,Oxct1,Zscan26,St13,Twf1,Rrn3,Gsk3b,Sod1,Ndufa5,Mpc1,Pim1,Strn,Impact,Dctn4,Pdcd4,Podxl,Acadl,Igfbp5,Ndufa10,Nmt2,Fubp3,Myef2,Mdk,Sall4,Skil,B4galt1,Mier1,Slc2a1,Gnb1,Actb,Tspan12,Cbx3,Abcc9,Sspn,Cox6a2,Acsl4,Adprhl1,Pkm,Amt,Chsy1,Lrrc58,Prtg,Fxyd1,Alpk3,Zfhx3,Fam60a,Arglu1,Wapl,Smpx,Nppa,Poldip3,Usp22,Alkbh5,X4933415A04Rik,Csnk2a2,Cd24a,Rbm15,Tigd2,Apoo.ps,Cited1,Slc39a1,Map1b,Msi1,Tug1,Hmga2,Ado,Sept11,Ndufs8,Wtap,Myl1,Pcnp,Bnip3,Kdelr2,Trim71,Apoo,Mpc1.ps,Ndufab1.ps,Rps19.ps6,Myl7,pseudotime
GSM2369318,14,104,2547,12,1692,162,159,151,138,0,274,953,3408,395,2344,748,722,6135,243,279,397,3981,972,1542,2182,3884,431,95,636,744,662,363,860,332,77,7606,814,1788,255,1082,1708,249,552,509,469,144,1248,18118,572,524,0,0,148,335,8,5214,422,172,415,391,271,1476,221,1239,1061,351,1370,14,2909,244,666,317,549,46,414,60,7,0,384,1373,40,3422,132,5636,1690,404,729,1338,958,431,1297,280,277,21,13,7,22738,2.30752536487959
GSM2369319,1892,4,859,9,685,326,59,232,154,0,251,1049,4818,530,1909,838,205,6853,386,357,1141,4916,1278,1374,2582,3701,532,147,370,292,693,567,167,130,323,2466,1849,2421,219,748,1105,0,536,690,388,376,1361,5220,513,407,32,13,429,68,88,7660,694,37,1055,258,6,1418,83,1737,647,388,611,62,2653,3083,342,864,401,274,626,70,9,133,798,10222,9,2754,470,1839,1262,772,119,1418,1186,1180,1252,681,416,39,7,14,26886,2.26703574404774
GSM2369325,1445,105,2970,286,1129,1277,229,93,231,0,276,1498,3458,24,3828,436,572,5374,424,829,726,4259,679,1032,2893,3420,374,397,131,2203,421,615,487,110,24,2905,1028,2348,367,639,2637,0,457,1554,486,114,2595,24252,595,541,164,0,551,142,0,2861,815,199,1373,916,261,1118,20,2151,1147,626,274,1,687,2812,444,584,445,448,445,0,2,0,1052,11309,22,1551,180,2795,3014,557,186,1454,1938,682,2185,562,21,108,5,15,22594,2.42136849513502
GSM2369326,2905,37,2574,0,839,501,66,117,62,18,165,795,1280,891,1923,779,224,4176,272,854,850,2055,990,692,2313,3142,154,4,226,1020,457,654,41,0,0,274,303,1536,101,629,501,0,1,161,129,29,1767,5977,0,604,0,122,86,127,0,4851,223,294,773,427,47,1219,267,675,1173,1047,211,0,1063,2617,985,556,78,624,431,103,1,65,301,3977,12,3086,785,1079,3679,2,280,306,1348,430,1433,279,141,5,0,6,20911,2.64086890212938
GSM2369327,302,34,1194,0,951,229,105,140,108,0,209,560,2069,944,1085,408,75,3309,300,646,1063,1945,1,173,1416,1975,195,86,68,819,908,540,143,0,149,2349,330,2254,78,472,447,0,131,683,532,0,1006,10681,325,239,18,319,306,59,0,1641,131,282,881,60,124,1484,207,1362,829,324,659,61,353,1634,302,416,43,184,393,0,7,9,221,8252,14,1719,232,733,30,246,120,1753,959,261,980,6,192,15,6,5,10485,2.4765669169188
GSM2369328,3656,72,305,0,1410,821,344,316,110,0,162,697,4635,1127,529,308,205,739,156,368,517,1614,500,472,2372,2537,503,103,256,1058,864,181,210,62,367,2346,1511,5669,103,595,528,234,112,181,330,0,2553,2953,0,239,80,259,722,1,0,2678,92,169,813,70,397,1751,156,1112,534,375,602,843,1815,2431,221,139,133,135,314,5,0,0,418,1624,13,1923,286,751,425,916,190,2130,1128,1553,688,848,1,19,5,9,22646,4.03934466125987
GSM2369329,1467,163,2152,6,982,348,37,646,182,0,279,2078,2242,629,3051,583,454,1954,237,85,1217,3564,691,1073,3106,2591,316,18,342,941,1216,382,418,67,88,1461,448,2323,173,754,554,185,256,986,291,183,2360,12028,53,547,6,19,154,169,0,4043,554,454,1288,129,405,2337,285,1207,713,626,166,62,1563,2321,686,952,377,57,769,0,8,11,600,7473,262,1475,935,732,987,372,329,1690,1536,631,1704,744,347,3,3,5,12154,2.01050908531839
GSM2369330,4544,491,4341,294,1453,552,4,128,184,0,55,980,3348,23,1148,1191,290,5926,44,258,1450,1971,762,699,880,5831,435,117,205,1840,941,188,211,0,142,1271,8,2037,120,211,1079,678,22,39,552,777,1924,5577,12,270,0,0,41,0,0,9890,360,227,170,87,41,3155,176,407,1215,390,957,0,3758,2060,468,347,298,1321,334,0,1,0,854,4803,0,3482,64,1589,347,19,290,1656,777,98,1066,21,93,21,4,15,36387,1.76254367040806
GSM2369332,1897,165,781,7,2035,264,228,291,65,0,262,1425,4906,161,352,643,399,3237,143,447,849,2250,747,1103,1796,2885,680,125,547,660,405,131,78,0,404,456,954,634,133,174,239,136,41,419,185,199,785,3821,471,320,434,17,593,133,624,3892,200,192,792,429,39,2022,7,1640,627,270,2580,1526,1149,1037,370,542,216,286,340,407,2,54,488,4748,4,1001,355,1258,1138,561,110,3246,341,315,1247,116,254,38,2,8,17315,8.58912657837697
GSM2369333,377,3,966,251,2616,1322,179,270,336,1,126,977,3050,1127,1418,708,52,6233,310,170,778,1729,1127,1252,1070,2186,455,3,419,439,640,931,335,61,654,2584,569,4830,79,409,1181,4,327,664,338,1319,818,10365,1292,326,6,11,293,184,0,2039,61,151,98,370,434,2305,465,373,920,996,669,374,385,2926,784,454,375,5,190,3,17,29,1246,8613,38,2702,94,886,1096,369,33,1583,1008,83,1075,567,354,0,4,11,29186,2.29316966400728
GSM2369334,1655,227,1854,803,1352,792,201,360,179,0,224,2108,8024,271,2490,629,850,7208,168,99,1934,3596,1417,910,2052,4721,626,215,157,1146,1038,353,100,2,32,3398,2432,3498,149,843,756,516,198,717,253,184,2372,6728,344,657,0,10,262,346,0,8422,248,393,1546,1357,197,1691,403,2958,962,253,832,131,2658,4711,384,953,764,214,289,0,2,0,945,10731,15,834,44,2749,1505,774,340,1286,1838,524,1547,143,61,43,2,5,33434,2.1611561049519
GSM2369336,1222,132,433,54,847,197,1,175,81,5,143,643,2413,460,1037,448,146,8067,7,20,354,1321,573,977,1026,2545,249,127,82,187,247,887,19,0,59,130,778,376,183,621,711,53,50,334,347,789,462,2525,479,399,0,382,254,64,569,4685,213,129,530,706,90,1339,112,1714,562,89,1496,994,759,2497,251,342,369,207,173,2,2,226,254,5008,1,1536,612,366,261,513,285,292,1022,1070,878,679,150,25,1,10,20923,2.518434105139
GSM2369337,1521,59,580,76,1569,149,6,45,174,43,368,633,2663,373,2962,242,201,2494,204,541,871,3672,343,701,2735,1932,219,100,277,1131,1163,248,269,75,207,2792,466,2123,6,238,627,151,116,823,391,235,1769,5891,1103,454,0,132,416,431,1,3044,139,222,672,0,185,1525,509,944,652,357,155,505,2313,768,368,493,176,101,78,78,0,26,590,4756,5,1433,695,653,921,356,171,879,1453,255,1712,230,6,20,1,5,21668,4.29772066255508
GSM2369338,496,72,1389,0,1567,244,0,321,96,0,15,831,3181,122,2553,664,264,3520,89,245,54,1862,1571,131,1967,1820,293,3,599,808,1924,412,80,114,247,2994,120,3550,93,428,712,0,149,630,433,36,1428,14773,688,447,20,24,765,232,0,2272,386,0,688,292,192,1340,11,1255,513,287,737,231,282,937,312,991,302,16,287,0,2,0,735,6169,0,2878,334,2502,701,1017,670,579,1726,335,2071,35,154,2,2,5,13475,2.6769546739878
GSM2369339,1712,2,830,1,1390,346,34,126,27,0,576,1295,2686,84,654,114,268,2417,114,308,471,1908,603,533,1086,1417,259,56,367,576,452,183,19,0,350,103,575,2209,53,461,578,52,43,420,704,99,1392,4321,187,553,4,45,697,116,502,2873,55,69,1267,0,176,2183,134,1457,842,79,586,428,1529,2241,41,367,171,368,78,0,7,102,555,2892,2,3648,165,1305,2341,558,239,1278,1342,244,870,798,426,14,0,9,12992,1.91837240179939
GSM2369340,559,32,846,0,912,163,120,296,170,19,217,686,4681,677,937,173,111,2651,146,580,1092,1646,538,292,2073,1778,203,28,352,1300,594,160,107,17,457,2475,1748,2596,128,403,207,0,134,638,885,7,526,7910,1308,195,0,81,82,211,0,1825,136,126,588,35,306,894,0,402,871,440,588,0,1982,1992,189,334,214,62,201,12,3,453,309,3957,20,1252,510,2044,2092,187,200,1056,647,40,941,139,174,5,0,5,22456,4.29773393248914
GSM2369344,2776,225,1901,18,1394,635,62,121,340,0,175,602,3002,1298,1124,1261,442,7422,107,3,860,3544,784,800,1599,2301,348,6,954,282,481,163,575,1,331,4555,2248,422,183,426,825,539,151,460,1182,98,1115,9433,0,362,0,0,92,154,0,6078,1011,463,1020,5,103,2586,665,3352,1186,660,298,67,3387,939,660,1346,329,863,464,124,10,1,662,2224,37,510,2,2768,1362,124,36,470,2246,237,1295,613,317,3,5,12,23776,2.57275572825456
GSM2369346,1295,52,2023,15,1480,777,26,33,65,47,210,878,4558,665,1978,317,502,5561,168,762,630,3830,1113,817,2635,3094,428,42,131,503,560,206,248,49,29,2965,1346,1902,125,423,572,110,237,471,309,76,1954,3612,1079,429,1,0,298,121,6,4371,443,179,1265,838,94,2978,197,1366,976,312,1142,32,1452,1742,635,1020,114,791,231,46,3,166,380,5478,21,2894,547,2145,762,677,133,1158,1058,544,1318,591,260,16,1,3,26271,2.28049924989625
GSM2369347,80,25,2025,0,1616,590,3,200,230,159,126,1656,884,2357,1536,596,342,9879,322,980,794,4060,746,746,1909,4001,466,101,285,1105,529,216,178,262,983,2003,428,1183,59,511,952,0,327,179,511,342,703,6437,897,486,0,1,235,1155,5,6756,215,63,1570,723,62,2206,0,1598,1480,697,63,0,1913,4048,362,740,381,700,523,0,0,90,388,6916,0,4093,322,729,1204,387,371,1216,955,677,907,514,13,24,5,12,30252,1.02754939138661
GSM2369349,1346,211,12,0,1542,298,329,102,402,327,345,862,5541,1896,1561,1214,25,7793,316,473,1456,2197,676,1166,2548,2400,154,12,478,46,0,1059,0,3,21,9897,316,3898,113,164,343,0,97,463,0,51,2731,4449,1614,185,0,0,179,426,0,3032,413,105,881,0,44,3106,0,2309,1175,321,0,0,1841,1639,336,786,251,17,109,0,0,1516,257,2513,14,3127,0,3435,1645,567,4,365,2315,190,1302,0,3,3,3,5,38174,4.2977472024232
GSM2369350,2836,0,844,152,1147,72,237,119,98,6,163,879,2271,1136,1251,109,44,8418,171,1124,865,3050,1389,872,1457,3005,325,14,124,278,574,679,188,1,31,379,159,458,108,329,684,10,388,625,556,9,1293,5254,542,349,0,28,504,234,24,3157,354,468,648,2,41,1501,101,1519,1001,432,1042,664,1014,583,255,357,147,614,399,21,5,186,503,1501,0,1430,56,1837,1251,481,410,1471,1574,453,1114,202,254,5,3,14,18747,1.02753612145255
GSM2369351,883,128,1862,29,1307,244,109,67,241,174,116,1084,3239,783,1301,268,163,2571,118,163,745,3917,511,791,1173,1871,289,28,465,1170,728,119,270,1,543,5631,640,3600,38,823,395,107,99,547,364,234,1792,8050,725,320,0,17,557,309,212,3894,514,1,694,488,260,722,614,1518,706,556,861,277,1460,2653,407,940,113,1,359,38,2,21,700,2687,0,2918,119,450,800,418,56,519,1335,389,903,207,33,13,1,5,28863,1.76255694034212
GSM2369352,2057,64,1997,3,1433,255,8,81,96,0,379,1688,3494,144,2451,350,45,951,87,396,817,3255,300,762,1435,2173,254,41,142,380,422,386,31,62,584,142,727,3214,216,566,347,0,70,578,470,731,1563,3900,494,317,458,0,567,228,358,4071,353,29,1184,182,108,3808,138,865,664,639,766,3128,1,1581,641,726,298,52,127,0,8,12,459,5686,0,754,250,222,363,733,334,2895,998,4,1697,583,171,8,0,5,22023,8.58913984831103
GSM2369353,3892,2,3146,15,1719,184,0,100,55,0,44,550,1117,1176,1107,236,189,6385,171,10,1341,2070,172,852,2222,1818,38,213,157,234,442,521,142,364,56,159,772,1231,51,270,1159,78,139,207,221,12,920,4357,1440,224,0,0,38,237,0,4191,280,152,422,617,469,3727,391,1263,1065,307,99,163,222,2710,584,1006,127,59,161,22,0,59,53,4874,4,1701,61,1463,2159,18,279,186,1272,433,828,333,0,20,0,10,30181,2.27484009939493
GSM2369355,967,45,2420,257,1058,363,107,275,110,0,301,621,3349,469,1408,217,127,3496,119,950,781,2301,376,966,2129,3202,250,81,125,821,414,356,28,1,43,749,510,1020,175,385,182,0,0,175,188,0,2412,4410,394,482,1,20,270,134,133,5279,643,511,1060,480,230,1333,37,1029,633,348,958,222,1116,4209,379,411,162,476,371,0,1,177,656,3613,9,1602,15,511,954,205,375,1574,1148,161,1739,703,108,15,6,7,20859,2.51289807916949
GSM2369356,5486,0,1874,126,2572,395,100,50,209,0,360,1223,7538,755,1930,333,678,3245,330,96,1073,3347,870,803,2071,3752,712,397,87,1703,447,399,292,198,450,3051,841,798,178,279,720,0,9,371,979,47,1154,3791,0,361,12,116,1440,398,108,6994,335,0,768,609,91,1436,427,4068,1610,206,971,182,781,944,476,335,438,413,70,0,15,166,1124,8078,64,2230,683,3192,771,641,661,6943,728,1119,785,34,305,66,3,19,23546,2.27397243162419
GSM2369357,2037,88,316,5,840,152,243,83,97,21,122,704,2563,825,2457,779,156,4525,151,268,1457,1810,220,186,1256,1906,46,31,187,1073,1493,217,258,0,287,2551,496,3136,60,1099,464,0,266,370,575,301,1320,10063,774,163,0,0,162,115,0,2421,261,704,1240,34,173,860,493,786,535,178,283,0,1138,3442,441,1280,164,33,199,0,0,238,566,6544,18,1121,515,1301,2088,17,24,357,735,182,765,21,24,6,0,8,18610,3.96622264231426
GSM2369359,1797,166,3826,0,768,212,748,147,235,0,374,1222,5932,344,14,450,138,10439,200,185,1151,3778,1574,899,893,4562,476,82,181,1798,188,187,331,1,0,257,941,3150,252,700,1032,330,257,820,430,1662,1603,2599,495,404,83,0,713,12,324,4277,564,626,1067,304,379,3236,726,2314,596,657,2335,3175,1313,3643,501,830,234,910,468,605,4,0,1174,5308,0,3109,138,3638,941,172,328,3767,1080,831,1445,647,251,25,6,12,27053,1.86074492848868
GSM2369360,2591,285,3446,24,2234,458,176,126,536,635,368,2299,4527,1978,3090,251,473,14855,410,1019,851,3264,961,439,3679,3854,262,0,140,2580,1142,1395,70,164,78,7432,969,2316,219,1023,826,1292,378,896,816,545,3578,2670,2,405,9,0,141,596,50,3885,152,1046,1430,246,143,2469,309,1876,439,545,1,1,493,1955,358,2316,249,963,548,0,0,0,661,6231,0,1296,323,1448,1715,84,229,1918,1333,715,1123,1829,0,9,1,12,28942,0.00758696533453884
GSM2369361,1394,57,1495,137,2035,416,88,89,136,0,160,775,5714,161,3251,941,542,2570,280,449,484,3118,411,1031,2482,3662,552,27,103,885,871,239,175,67,450,304,516,2275,89,465,539,37,179,591,399,333,1361,3267,16,341,201,52,853,158,0,3380,165,134,790,693,290,1360,280,826,935,67,1611,2802,1406,3358,1278,628,226,136,259,0,1,0,580,3162,0,373,96,3394,1055,627,510,3189,868,420,1362,209,58,4,2,12,29593,1.93850132380761
GSM2369362,2515,22,348,152,1260,373,110,89,38,0,105,779,1593,50,1400,335,150,2879,260,741,603,1585,353,470,1435,3137,439,10,72,994,545,473,70,237,165,266,696,1931,98,225,509,77,226,438,226,9,1238,6144,675,351,0,0,573,94,121,3601,167,118,16,571,4,1038,10,1395,649,238,1172,276,442,565,371,147,167,462,278,0,6,8,493,1371,3,1873,300,2290,1423,489,339,2489,724,250,943,119,134,5,4,12,20243,1.76257021027618
GSM2369363,1754,0,2352,0,540,25,159,0,83,64,78,424,4125,792,1298,59,275,1141,52,377,849,1716,0,47,2123,2620,305,10,242,1210,1481,311,200,0,0,3716,90,4537,97,311,382,0,278,575,172,347,684,18018,1102,262,1,21,78,80,348,6633,226,370,930,29,222,1818,63,370,1072,252,551,0,914,1047,560,2096,60,103,192,0,13,0,631,9793,0,2125,413,3128,0,529,243,471,1502,290,837,28,319,2,2,10,17850,4.20770659340563
GSM2369364,2416,0,995,0,1208,379,554,154,1459,527,197,1103,3709,1593,1223,118,979,9917,280,1008,1275,2147,619,1314,7044,4028,107,175,742,659,2011,680,525,0,180,12020,64,8749,89,707,2491,0,1,504,44,2,411,9581,1107,268,0,261,101,136,821,2900,384,1595,1153,0,79,1728,312,1937,2845,296,0,0,3,2707,407,898,521,343,151,0,0,847,1340,8073,36,3525,59,326,2,29,581,1083,1119,3,1149,7,47,48,6,15,44758,4.29776047235726
GSM2369367,2947,25,345,10,1950,501,141,219,247,220,123,1373,3783,243,1929,966,295,9259,148,18,736,3393,973,696,1694,4568,225,79,287,15,852,733,875,233,54,3638,1190,1253,256,656,784,5,128,857,100,349,2783,11127,540,521,0,0,262,368,145,7163,1273,11,1397,330,432,1598,268,1568,1166,1018,1599,1300,2413,6752,428,509,626,676,306,0,7,0,603,4228,14,1243,103,691,1496,473,189,2766,1262,367,1048,303,58,17,4,17,26754,2.22192328632419
GSM2369368,637,146,968,89,963,331,260,193,98,7,244,453,2096,907,1289,163,226,5573,122,157,1702,2742,879,470,2180,4123,276,47,242,990,552,468,182,0,71,3063,588,2459,221,637,445,0,419,614,169,1472,745,8260,1220,396,2,11,81,174,31,3568,351,136,808,204,58,1342,33,1163,979,564,795,99,463,1533,403,695,184,248,187,13,9,299,725,4640,13,1954,261,105,1612,193,318,679,1232,228,1067,0,282,13,2,7,19847,2.23411357657888
GSM2369370,524,11,610,60,825,147,125,95,131,2,97,612,1669,37,601,143,126,2930,9,19,462,2644,1304,1073,1117,2478,209,77,114,1445,471,29,542,1,94,522,768,1697,35,381,250,0,64,125,8,101,1674,5217,102,395,6,5,164,71,0,2225,109,126,1274,473,47,1117,0,903,645,132,154,30,1866,1872,408,679,258,277,245,39,2,213,310,1523,12,1249,0,4170,1042,412,0,282,1356,35,630,1105,190,13,1,7,12279,1.76258348021024
GSM2369372,1169,4,2444,0,1546,624,122,103,54,1,149,1596,4042,209,775,43,234,3371,322,348,645,3331,1138,620,1619,3023,276,11,150,708,870,649,30,2,444,586,846,1797,117,776,896,0,110,764,239,2,1998,4672,543,379,216,169,428,19,0,4670,464,243,828,179,86,1650,9,2075,1514,772,568,0,2912,2197,481,573,435,208,659,0,6,32,1166,3685,7,1530,351,1814,905,402,97,1376,1358,331,1376,144,270,0,1,17,19349,2.44617622736396
GSM2369373,18,159,1227,164,1773,141,233,66,110,0,122,1633,1898,927,2273,336,169,3529,209,153,901,2198,789,404,2495,3235,283,175,278,1528,1172,207,395,40,245,3391,445,1989,107,407,1186,0,361,439,354,280,1256,14632,184,312,1,0,623,711,193,3073,590,232,2049,206,123,1136,287,1499,1298,344,196,9,1092,2264,185,322,104,248,435,0,4,0,802,6698,2,867,488,993,1725,349,402,2209,1120,444,1177,1,216,30,2,6,11407,2.57290466949773
GSM2369374,1548,1,0,0,1463,207,243,139,86,0,67,880,4572,45,1170,216,189,5103,10,679,398,2244,289,776,1999,3013,500,128,60,907,1374,368,107,0,230,610,1094,1144,81,301,553,0,0,436,9,936,796,4876,391,284,2,7,609,84,614,2083,227,59,1311,0,149,3128,119,10,582,180,1688,4205,1518,196,321,738,298,10,369,10,8,250,971,4389,0,3217,304,2294,354,944,211,4828,1081,314,2283,309,418,36,14,8,15978,1.7625967501443
GSM2369375,607,0,2650,229,609,300,179,240,120,0,125,665,833,287,2181,115,458,6017,228,161,298,3181,520,501,1424,3369,187,9,163,268,565,655,922,0,230,3738,383,1380,297,1114,1511,88,92,351,174,9,1608,13738,1190,473,0,6,2,539,32,2824,591,273,448,521,6,202,101,1017,1151,263,245,0,272,2549,598,21,121,218,443,0,1,34,342,5441,18,5706,740,1872,1401,11,395,233,1090,205,1868,2,59,1,1,14,7668,2.2399786223856
GSM2369376,286,0,715,0,380,82,7,218,226,12,43,1340,1765,27,1227,302,135,1171,57,0,886,1083,691,232,1371,3831,194,15,502,326,120,187,78,0,286,3558,316,1353,65,349,322,0,189,1136,144,2,1674,34106,0,318,0,0,1,193,0,640,289,135,372,205,107,1025,14,0,729,139,363,0,0,1532,149,153,221,166,123,7,2,25,377,480,0,1767,9,922,149,307,9,512,619,329,616,2,95,5,0,3,10365,3.57468439567534
GSM2369377,1790,183,940,0,1735,330,256,37,193,0,230,891,2357,270,402,57,93,945,246,333,1325,3032,468,404,2703,2832,415,177,608,235,1355,13,151,0,4,732,918,4072,47,130,1526,0,99,815,0,2,1361,5069,0,469,0,461,975,0,422,1788,246,340,297,333,3,576,239,707,779,76,523,5,157,1469,415,43,0,428,306,0,16,0,829,1045,0,1079,123,0,1,551,180,2730,871,385,1158,76,623,54,1,13,19130,5.17471517583931
GSM2369549,1640,166,800,0,534,25,90,341,195,0,464,1187,829,675,13,448,220,3933,753,178,349,2522,123,485,639,2562,130,0,70,576,3001,53,1,49,44,0,2,191,0,1225,770,230,187,382,648,20,1233,9795,802,186,0,0,83,259,16,736,237,424,681,1413,4,1380,11,1281,1190,449,42,4,17,222,239,84,128,912,103,382,0,21,74,1025,8,1331,96,1070,819,12,75,1061,745,13,686,574,29,0,2,5,12079,0.00760023526859843
GSM2369577,1,0,0,0,1960,0,1923,0,18,0,70,1279,12612,0,491,0,0,967,8,159,13,598,0,295,431,1394,659,5,3,418,4,755,168,0,2668,248,269,1,147,5,11,0,0,7,834,781,123,623,1,449,3,477,737,12,585,1520,0,553,2,1,2138,1308,6,767,115,0,3218,44,0,96,191,24,30,8,83,0,42,48,26,2,0,323,22,246,1953,1478,111,0,197,2055,190,0,1312,0,19,73,3247,7.79321341116
GSM2369579,1019,84,263,0,4360,43,151,60,6,0,78,261,7702,0,1462,71,7,413,188,504,9,1169,274,644,1403,604,1396,724,102,46,0,364,1,0,1156,0,451,1611,106,132,513,0,76,315,462,267,562,4283,0,227,202,171,280,5,673,2877,46,44,147,0,650,1147,0,1242,425,1,3215,1,0,3279,145,0,37,22,60,0,15,200,502,0,0,65,305,820,1442,975,22,51,1411,331,823,0,964,154,18,51,535,8.2462372097978
GSM2369597,699,0,163,0,5065,12,927,126,79,0,4,1076,5381,199,2728,125,0,1016,31,2468,27,555,597,282,222,1100,1751,433,59,1862,264,202,198,0,277,0,3641,0,0,121,12,0,47,145,0,1,925,3967,0,66,180,52,883,0,0,2733,13,21,12,3033,1044,430,30,408,420,0,2602,0,1,127,63,0,4,485,5,1,22,0,97,3,0,658,1,0,1904,923,409,0,552,699,222,0,491,189,11,18,4790,7.76626693334467
GSM2369609,0,0,0,0,2846,125,196,1,57,0,42,62,6576,0,191,0,108,1605,111,659,88,323,0,176,2338,476,981,273,226,720,13,121,135,0,718,34,4,1,84,89,7,0,84,489,1029,0,339,1455,2,353,6,211,354,4,2334,3790,36,500,2,0,821,2105,54,0,652,11,2512,0,8,996,116,0,144,520,38,360,6,721,212,1122,0,336,0,24,1,1313,0,0,1003,1091,52,0,261,35,1,45,894,7.74239592980362
GSM2369620,30,0,2,0,3862,0,755,5,2,0,68,538,2792,0,261,6,105,606,8,794,1,1359,88,175,957,694,1133,406,273,3,580,412,331,0,1903,66,1968,1074,0,148,371,0,1,290,516,28,562,1441,22,608,3,538,665,0,1786,231,0,265,872,0,2232,1332,43,539,1136,142,2977,26648,3046,2071,121,0,186,2,19,2,30,361,366,748,0,1592,34,2,1386,260,259,0,224,318,530,0,731,136,6,10,1571,7.86466467415164
GSM2369638,1,393,1,0,4188,6,119,3,21,0,157,1669,7985,1,727,22,50,261,43,119,588,2985,77,46,1388,2297,1726,128,0,919,477,541,210,6,1332,42,1236,357,299,148,2,0,309,72,1668,784,583,3418,0,276,509,169,2064,29,0,1594,49,639,1088,1,1428,194,338,1,580,149,3238,14418,634,3336,189,0,78,179,65,0,1,385,263,1635,0,90,0,14,0,289,884,2437,400,765,619,0,98,30,12,93,68508,6.34150768611576
GSM2369640,0,0,5,0,3519,2,698,0,10,0,14,988,9528,0,35,128,712,350,44,510,177,704,552,78,617,768,739,209,103,2522,317,97,150,0,924,0,864,1177,113,209,106,0,79,115,108,807,809,2273,3,211,0,0,999,2,945,3758,36,141,10,0,1158,1120,2,727,197,0,1277,5,1212,23,20,2,9,1,28,1,27,545,34,1876,0,32,0,477,1107,488,5,0,851,448,35,0,932,26,3,6,1386,7.69880275027503
GSM2369645,0,187,0,0,6251,0,1160,1,72,0,869,1294,4979,0,10,0,5,126,1,3138,115,2207,3208,197,756,2202,2218,67,3,3811,0,220,108,0,1183,0,3238,0,95,197,0,1,0,141,187,25,2463,1874,0,187,0,0,216,629,1198,2182,0,610,10,0,960,8,241,8,92,23,1607,37,3522,56,140,40,153,0,156,0,11,29,81,977,0,77,0,1072,0,784,0,777,1078,1036,226,0,767,23,19,87,2692,7.81220140117677
GSM2369651,14,0,2,0,2136,0,346,3,2,0,31,312,1604,1,168,5,56,408,11,407,1,881,52,127,731,345,546,223,189,2,485,240,214,0,1138,30,1050,752,1,109,203,0,1,125,355,26,421,918,18,414,4,275,350,0,1010,135,0,171,793,0,1142,770,38,347,791,100,1571,15593,1829,1283,58,0,103,1,13,1,7,233,195,512,0,957,13,1,882,178,136,0,218,145,320,0,369,60,3,3,795,7.85875607642254
